174.0	84.0	40.0	2010
185.0	70.0	41.0	2010
173.0	71.0	42.5	2018
176.0	60.0	42.0	2011
168.0	52.0	40.0	2010
172.0	60.0	39.0	2010
170.0	55.0	41.0	2010
174.0	69.0	42.0	2009
178.0	61.0	42.0	2011
180.0	67.0	41.0	2010
180.0	80.0	43.0	2011
170.0	64.0	42.0	2021
181.0	74.0	43.0	2010
172.0	80.0	43.0	2021
180.0	78.0	44.0	2011
172.0	65.0	39.0	2010
173.0	58.5	41.0	2011
178.0	60.0	42.0	2010
178.0	78.0	45.0	2009
176.0	66.0	42.5	2009
166.0	62.0	40.0	2009
170.0	55.0	42.0	2011
176.0	65.0	42.0	2009
168.0	52.0	41.0	2009
172.0	70.0	43.0	2011
170.0	52.0	41.0	2021
174.0	58.0	41.0	2017
185.0	70.0	41.0	2011
177.0	75.0	42.0	2010
178.0	56.0	41.0	2011
177.0	54.0	43.0	2021
170.0	50.0	42.0	2010
175.0	56.0	42.0	2010
183.0	70.0	44.0	2011
184.0	81.0	46.0	2018
180.0	75.0	46.0	2009
167.0	55.0	41.0	2011
175.0	65.0	42.0	2009
179.0	58.0	42.5	2011
182.0	70.0	42.0	2021
174.0	65.0	41.0	2010
178.0	60.0	41.0	2011
174.0	64.0	42.0	2009
179.0	56.0	42.0	2011
178.0	75.0	43.0	2017
169.0	49.0	41.0	2009
168.0	52.0	40.0	2011
174.0	62.0	42.0	2009
165.0	75.0	42.0	2017
167.0	57.0	42.0	2010
178.0	65.0	42.0	2011
174.0	60.0	41.0	2009
179.0	59.0	42.0	2010
173.0	67.0	42.0	2017
176.0	54.0	42.0	2011
175.0	60.0	40.0	2010
170.0	55.0	42.0	2010
178.0	114.0	45.0	2011
180.0	62.0	45.0	2011
172.0	65.0	42.0	2010
168.0	52.0	40.0	2009
171.0	75.0	43.0	2011
180.0	66.0	42.5	2018
171.0	65.0	42.0	2011
167.0	57.0	42.0	2009
175.0	55.0	42.0	2011
165.0	50.0	39.0	2011
171.0	58.0	39.0	2021
181.0	65.0	43.0	2010
171.0	62.0	42.0	2009
168.0	52.0	41.0	2010
171.0	59.0	42.5	2011
172.0	65.0	41.0	2009
168.0	52.0	41.0	2011
190.0	80.0	45.0	2021
170.0	68.0	41.0	2009
184.0	81.0	46.0	2018
172.0	60.0	39.0	2011
171.0	68.0	38.0	2010
168.0	70.0	41.0	2010
165.0	56.0	38.0	2010
171.0	66.0	42.0	2009
176.0	67.0	42.0	2009
172.0	65.0	39.0	2011
177.0	70.0	43.0	2011
178.0	60.0	42.0	2011
174.0	71.0	42.0	2021
171.0	57.0	42.0	2011
172.0	55.0	42.0	2011
175.0	66.0	42.0	2011
178.0	72.0	43.0	2021
178.0	75.0	43.0	2018
174.0	64.0	42.0	2011
176.0	65.0	40.0	2009
173.0	53.0	41.0	2021
163.0	55.0	40.0	2011
182.0	70.0	44.0	2011
177.0	70.0	43.0	2009
180.0	65.0	43.0	2011
173.0	55.0	42.0	2017
180.0	66.0	43.0	2011
175.0	66.0	42.0	2009
162.0	48.0	43.0	2011
178.0	55.0	43.0	2010
172.0	65.0	42.0	2010
174.0	65.0	41.0	2009
172.0	64.0	41.0	2011
178.0	60.0	41.0	2010
177.0	60.0	42.0	2017
178.0	67.0	43.0	2011
170.0	64.0	41.0	2017
170.0	58.0	42.0	2018
176.0	66.0	42.5	2011
178.0	80.0	42.0	2011
176.0	60.0	42.0	2011
175.0	70.0	42.0	2017
178.0	67.0	43.0	2010
180.0	62.0	45.0	2010
170.0	55.0	42.0	2011
185.0	70.0	43.0	2010
173.0	56.0	40.0	2010
173.0	56.0	42.0	2010
186.0	80.0	44.0	2010
173.0	62.0	40.0	2010
177.0	71.0	43.0	2011
176.0	66.0	43.0	2010
175.0	60.0	40.0	2011
181.0	73.0	43.0	2010
178.0	50.0	42.0	2011
168.0	62.0	42.0	2011
174.0	58.0	41.0	2018
165.0	56.0	38.0	2011
176.0	85.0	42.0	2011
180.0	77.0	42.0	2011
176.0	56.0	42.0	2009
176.0	67.0	42.0	2011
173.0	65.0	41.0	2010
168.0	62.0	42.0	2010
167.0	54.0	41.0	2010
178.0	67.0	43.0	2010
165.0	67.0	41.0	2018
178.0	65.0	44.0	2011
170.0	80.0	42.0	2018
169.0	49.0	41.0	2010
186.0	80.0	44.0	2009
175.0	78.0	42.0	2018
158.0	51.0	41.0	2011
170.0	57.0	44.0	2011
180.0	63.0	42.0	2010
176.0	67.0	42.0	2010
183.0	76.0	43.0	2021
176.0	56.0	42.0	2010
169.0	50.0	39.0	2011
176.0	75.0	42.0	2011
182.0	70.0	43.0	2009
178.0	56.0	43.0	2011
180.0	70.0	40.0	2010
183.0	70.0	44.0	2010
170.0	58.0	42.0	2017
170.0	63.0	41.0	2011
176.0	65.0	42.0	2011
185.0	80.0	43.0	2011
171.0	59.0	42.5	2009
178.0	60.0	44.0	2011
171.0	62.0	40.0	2018
180.0	76.0	44.0	2010
172.0	78.0	41.0	2021
169.0	59.0	42.0	2011
178.0	62.0	42.0	2011
177.0	60.0	42.0	2018
166.0	66.0	42.0	2011
184.0	68.0	42.0	2009
172.0	66.5	39.0	2011
175.0	65.0	42.0	2011
170.0	60.0	41.0	2009
176.0	65.0	40.0	2011
168.0	65.0	42.0	2009
178.0	69.0	40.0	2021
172.0	55.0	42.0	2009
178.0	60.0	40.0	2011
172.0	63.0	43.0	2011
176.0	55.0	42.0	2011
172.0	65.0	42.0	2009
178.0	67.0	43.0	2011
181.0	65.0	43.0	2011
170.0	60.0	40.0	2011
176.0	70.0	40.0	2011
188.0	88.0	44.0	2021
176.0	68.0	43.0	2011
172.0	62.0	42.0	2009
168.0	65.0	42.0	2011
185.0	70.0	45.0	2021
170.0	71.0	42.0	2018
172.0	64.0	41.0	2010
174.0	62.0	42.0	2011
174.0	76.0	43.0	2010
165.0	67.0	41.0	2017
181.0	74.0	43.0	2011
175.0	56.0	42.0	2009
177.0	58.0	43.0	2009
175.0	60.0	42.0	2010
171.0	62.0	42.0	2010
174.0	88.0	44.0	2011
173.0	72.0	42.0	2011
174.0	55.0	42.0	2009
174.0	69.0	42.0	2010
183.0	75.0	43.0	2010
188.0	70.0	43.0	2017
180.0	74.0	44.0	2011
176.0	73.0	41.0	2011
185.0	70.0	42.0	2011
170.0	65.0	41.0	2018
176.0	66.0	42.5	2010
173.0	67.0	42.0	2018
172.0	60.0	42.0	2011
169.0	50.0	39.0	2009
170.0	80.0	42.0	2017
167.0	54.0	41.0	2009
172.0	55.0	42.0	2009
176.0	75.0	42.0	2010
179.0	68.0	44.0	2011
180.0	72.0	42.0	2011
178.0	56.0	45.0	2010
177.0	63.0	43.0	2021
173.0	58.5	41.0	2010
171.0	75.0	43.0	2010
175.0	60.0	42.0	2009
171.0	64.0	40.0	2011
185.0	70.0	43.0	2011
183.0	75.0	43.0	2011
172.0	63.0	43.0	2009
180.0	80.0	41.0	2017
176.0	65.0	40.0	2010
176.0	62.0	42.0	2011
182.0	71.5	44.0	2017
169.0	49.0	41.0	2011
171.0	75.0	43.0	2009
182.0	74.0	42.0	2010
172.0	80.0	43.0	2021
182.0	74.0	42.0	2009
172.0	60.0	42.0	2010
175.0	60.0	42.0	2011
163.0	59.0	39.0	2011
173.0	65.0	43.0	2009
179.0	62.0	42.0	2011
174.0	72.0	42.0	2010
172.0	60.0	42.0	2009
175.0	78.0	42.0	2017
172.0	65.0	42.0	2011
176.0	54.0	42.0	2010
172.0	62.0	42.0	2011
174.0	62.0	42.0	2011
185.0	63.0	43.0	2021
171.0	62.0	41.0	2021
170.0	65.0	41.0	2017
167.0	65.0	41.0	2011
174.0	84.0	40.0	2011
175.0	60.0	43.0	2011
180.0	75.0	46.0	2011
180.0	66.0	42.5	2017
179.0	59.0	42.0	2011
170.0	60.0	35.0	2011
165.0	70.0	41.0	2011
172.0	62.0	42.0	2010
163.0	53.0	41.0	2017
177.0	70.0	41.0	2010
178.0	80.0	43.0	2011
163.0	53.0	41.0	2018
162.0	48.0	43.0	2010
175.5	71.0	42.0	2018
176.0	55.0	42.0	2010
174.0	76.0	43.0	2009
178.0	70.0	41.0	2010
166.0	66.0	42.0	2009
188.0	80.0	43.0	2021
170.0	55.0	42.0	2009
176.0	55.0	43.0	2009
182.0	74.0	42.0	2011
168.0	58.0	41.0	2018
168.0	65.0	42.0	2010
174.0	50.0	40.0	2010
168.0	55.0	41.0	2021
173.0	65.0	43.0	2010
176.0	65.0	46.0	2011
179.0	58.0	42.5	2009
177.0	58.0	43.0	2010
174.0	83.0	43.0	2010
178.0	70.0	43.0	2011
174.0	64.0	42.0	2010
179.0	50.0	44.0	2018
170.0	68.0	41.0	2011
170.0	68.0	41.0	2010
175.0	65.0	42.0	2010
171.0	65.0	42.0	2009
176.0	66.0	43.0	2009
169.0	56.0	42.0	2011
177.0	65.0	45.0	2011
176.0	65.0	46.0	2010
183.0	65.0	43.0	2021
178.0	80.0	42.0	2010
172.0	63.0	43.0	2010
174.0	64.0	43.0	2011
170.0	55.0	42.0	2010
170.0	64.0	41.0	2018
184.0	68.0	42.0	2010
172.0	55.0	42.0	2010
173.0	62.0	40.0	2011
180.0	76.0	44.0	2011
178.0	78.0	43.0	2011
181.0	73.0	43.0	2011
176.0	60.0	45.0	2010
173.0	50.0	38.0	2010
178.0	62.0	42.0	2010
178.0	61.0	42.0	2009
174.0	60.0	41.0	2010
176.0	56.0	42.0	2011
173.0	75.0	42.0	2010
172.0	66.5	39.0	2010
175.0	72.0	42.0	2021
180.0	72.0	42.0	2010
170.0	49.0	41.0	2017
158.0	51.0	41.0	2010
170.0	70.0	41.0	2009
165.0	48.5	41.0	2011
176.0	60.0	45.0	2011
178.0	78.0	45.0	2010
178.0	65.0	42.0	2010
172.0	61.0	42.5	2011
177.0	75.0	42.0	2011
173.0	75.0	42.0	2009
176.0	54.0	42.0	2009
178.0	56.0	41.0	2010
178.0	62.5	42.0	2011
170.0	70.0	41.0	2011
174.0	60.0	43.0	2011
175.0	56.0	42.0	2011
179.0	65.0	42.0	2011
165.0	48.5	41.0	2009
173.0	65.0	43.0	2011
173.0	84.0	41.0	2011
180.0	76.0	44.0	2009
169.0	50.0	39.0	2010
173.0	73.0	42.0	2011
173.0	60.0	42.0	2011
178.0	82.0	42.0	2009
178.0	65.0	41.0	2011
179.0	61.0	42.0	2010
175.0	65.0	41.0	2021
171.0	60.0	43.0	2011
178.0	66.0	42.0	2021
177.0	70.0	41.0	2011
183.0	70.0	44.0	2009
172.0	65.0	41.0	2011
167.0	55.0	41.0	2009
176.0	54.0	42.0	2010
174.0	83.0	43.0	2011
184.0	81.0	46.0	2017
165.0	48.5	41.0	2010
163.0	51.0	38.0	2011
178.0	78.0	45.0	2011
181.0	58.0	42.0	2009
178.0	78.0	43.0	2010
182.0	70.0	43.0	2011
186.0	75.0	43.0	2017
173.0	55.0	41.0	2011
181.0	58.0	42.0	2011
180.0	80.0	41.0	2018
178.0	82.0	42.0	2010
180.0	67.0	41.0	2011
171.0	70.0	42.0	2010
170.0	75.0	41.0	2011
166.0	66.0	42.0	2010
174.0	67.0	40.0	2011
180.0	60.0	42.0	2011
168.0	56.0	38.0	2010
167.0	54.0	41.0	2011
179.0	70.0	42.0	2011
183.0	65.0	43.0	2021
178.0	70.0	43.0	2010
172.0	55.0	42.0	2011
176.0	60.0	42.0	2011
183.0	55.0	42.0	2011
178.0	80.0	42.0	2009
178.0	61.0	42.0	2010
170.0	71.0	42.0	2017
175.0	66.0	42.0	2010
174.0	62.0	42.0	2010
172.0	55.0	42.0	2011
174.0	50.0	40.0	2011
177.0	70.0	43.0	2010
175.0	54.0	40.0	2011
168.0	70.0	41.0	2011
173.0	56.0	40.0	2011
